center,left,right,steering_angle,throttle,brake,speed
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_131.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_131.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_131.jpg,0,1,0,30.18186
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_230.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_230.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_230.jpg,0,1,0,30.18967
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_316.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_316.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_316.jpg,0,1,0,30.19021
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_404.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_404.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_404.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_473.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_473.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_473.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_554.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_554.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_554.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_648.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_648.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_648.jpg,0,1,0,30.19018
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_718.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_718.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_718.jpg,-0.2,1,0,30.17988
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_793.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_793.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_793.jpg,-0.35,1,0,30.16348
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_886.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_886.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_886.jpg,0,1,0,30.18905
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_18_953.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_18_953.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_18_953.jpg,0,1,0,30.1901
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_039.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_039.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_039.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_128.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_128.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_128.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_217.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_217.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_217.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_294.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_294.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_294.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_369.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_369.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_369.jpg,-0.05,1,0,30.18968
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_457.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_457.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_457.jpg,-0.3,1,0,30.16927
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_542.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_542.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_542.jpg,0,1,0,30.17929
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_632.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_632.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_632.jpg,0,1,0,30.18884
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_718.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_718.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_718.jpg,0,1,0,30.19014
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_818.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_818.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_818.jpg,-0.1,1,0,30.18862
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_908.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_908.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_908.jpg,0,1,0,30.18661
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_19_983.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_19_983.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_19_983.jpg,0,1,0,30.19006
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_056.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_056.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_056.jpg,0,1,0,30.19024
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_150.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_150.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_150.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_241.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_241.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_241.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_332.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_332.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_332.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_424.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_424.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_424.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_517.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_517.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_517.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_617.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_617.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_617.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_705.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_705.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_705.jpg,0,1,0,30.19046
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_782.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_782.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_782.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_857.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_857.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_857.jpg,-0.15,1,0,30.18421
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_20_928.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_20_928.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_20_928.jpg,0,1,0,30.18575
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_009.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_009.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_009.jpg,0,1,0,30.18999
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_094.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_094.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_094.jpg,0,1,0,30.19024
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_181.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_181.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_181.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_259.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_259.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_259.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_348.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_348.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_348.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_434.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_434.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_434.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_511.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_511.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_511.jpg,-0.1,1,0,30.18769
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_595.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_595.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_595.jpg,-0.3,1,0,30.16929
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_669.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_669.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_669.jpg,0,1,0,30.18907
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_752.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_752.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_752.jpg,0,1,0,30.18963
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_824.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_824.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_824.jpg,0,1,0,30.19004
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_894.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_894.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_894.jpg,-0.05,1,0,30.19001
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_21_964.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_21_964.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_21_964.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_051.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_051.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_051.jpg,0,1,0,30.19008
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_132.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_132.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_132.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_214.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_214.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_214.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_287.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_287.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_287.jpg,-0.05,1,0,30.18971
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_371.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_371.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_371.jpg,-0.25,1,0,30.17477
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_447.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_447.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_447.jpg,0,1,0,30.18123
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_529.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_529.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_529.jpg,0,1,0,30.18921
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_608.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_608.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_608.jpg,0,1,0,30.19011
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_678.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_678.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_678.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_747.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_747.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_747.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_827.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_827.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_827.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_902.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_902.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_902.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_22_989.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_22_989.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_22_989.jpg,0,1,0,30.19021
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_060.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_060.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_060.jpg,0,1,0,30.1903
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_130.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_130.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_130.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_210.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_210.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_210.jpg,0,1,0,30.1902
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_292.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_292.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_292.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_366.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_366.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_366.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_438.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_438.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_438.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_523.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_523.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_523.jpg,-0.2,1,0,30.17963
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_596.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_596.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_596.jpg,-0.4,1,0,30.15782
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_669.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_669.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_669.jpg,0,1,0,30.18722
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_740.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_740.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_740.jpg,0,1,0,30.1899
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_825.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_825.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_825.jpg,0,1,0,30.19021
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_905.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_905.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_905.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_23_981.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_23_981.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_23_981.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_059.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_059.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_059.jpg,0,1,0,30.19033
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_144.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_144.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_144.jpg,0,1,0,30.19042
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_213.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_213.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_213.jpg,0,1,0,30.19018
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_293.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_293.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_293.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_372.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_372.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_372.jpg,0,1,0,30.19004
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_442.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_442.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_442.jpg,0,1,0,30.19049
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_510.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_510.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_510.jpg,0,1,0,30.19015
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_599.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_599.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_599.jpg,0,1,0,30.19008
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_685.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_685.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_685.jpg,0,1,0,30.18997
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_752.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_752.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_752.jpg,0,1,0,30.1901
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_825.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_825.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_825.jpg,0,1,0,30.19017
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_905.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_905.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_905.jpg,-0.1,1,0,30.18768
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_24_984.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_24_984.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_24_984.jpg,-0.3,1,0,30.16959
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_060.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_060.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_060.jpg,0,1,0,30.18973
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_133.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_133.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_133.jpg,0,1,0,30.19004
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_217.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_217.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_217.jpg,0,1,0,30.19026
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_296.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_296.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_296.jpg,-0.1,1,0,30.18845
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_368.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_368.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_368.jpg,0,1,0,30.18633
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_439.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_439.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_439.jpg,0,1,0,30.19002
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_530.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_530.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_530.jpg,0,1,0,30.19
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_626.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_626.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_626.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_712.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_712.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_712.jpg,0,1,0,30.18977
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_801.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_801.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_801.jpg,-0.2,1,0,30.18032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_25_878.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_25_878.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_25_878.jpg,0,1,0,30.1902
